training/actor/actor_loss,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,time/epoch_time,time/total_time,step
7.7658005,-7.7658005,0.103573024,1.0,0.13212182,-0.18205138,2.573967,7.7727404,-7.7727404,0.105308026,1.0,0.04959304847717285,247.96525239944458,5000
7.7301903,-7.7301903,0.09467058,1.0,0.11898158,-0.1400627,1.6911776,7.719048,-7.719048,0.091885015,1.0,0.0006949133396148681,251.43982243537903,10000
7.6901836,-7.6901836,0.0846689,1.0,0.10057109,-0.07590621,1.7047547,7.7224483,-7.7224483,0.09273506,1.0,0.0006995477676391602,254.93756461143494,15000
7.673415,-7.673415,0.08047669,1.0,0.14265089,-0.14605613,1.7511675,7.7304196,-7.7304196,0.094727844,1.0,0.0006993922233581543,258.4345293045044,20000
7.650702,-7.650702,0.07479842,1.0,0.1385276,-0.10005053,1.8536698,7.671691,-7.671691,0.08004575,1.0,0.0006986476898193359,261.9277708530426,25000
7.6356525,-7.6356525,0.071036085,1.0,0.12585366,-0.095836855,1.4813869,7.6627903,-7.6627903,0.077820495,1.0,0.0006963050842285156,265.40929985046387,30000
7.6435604,-7.6435604,0.07301297,1.0,0.099119626,-0.10543701,1.5566738,7.683005,-7.683005,0.08287418,1.0,0.0006911108016967773,268.86485743522644,35000
7.6186275,-7.6186275,0.06677993,1.0,0.1964122,-0.08238903,1.6203808,7.6818686,-7.6818686,0.08259013,1.0,0.0006962882041931152,272.34630131721497,40000
7.6140833,-7.6140833,0.06564387,1.0,0.1660181,-0.14983267,1.4964336,7.6670933,-7.6670933,0.07889629,1.0,0.0006914419174194336,275.80351424217224,45000
7.6262107,-7.6262107,0.06867564,1.0,0.1371512,-0.08681308,1.4888837,7.674987,-7.674987,0.08086963,1.0,0.00069710373878479,279.28903675079346,50000
7.6018906,-7.6018906,0.06259567,1.0,0.08766333,-0.12742895,1.3614043,7.6619763,-7.6619763,0.07761702,1.0,0.0006948317050933838,282.7631986141205,55000
7.6016355,-7.6016355,0.06253186,1.0,0.21302684,-0.08753061,1.5046101,7.664831,-7.664831,0.07833078,1.0,0.0007027956962585449,286.2771804332733,60000
7.6022367,-7.6022367,0.06268212,1.0,0.19440487,-0.16035368,1.478844,7.6824694,-7.6824694,0.08274038,1.0,0.0006926168441772461,289.74026799201965,65000
7.59483,-7.59483,0.060830485,1.0,0.16230494,-0.12577282,1.3997942,7.643877,-7.643877,0.07309212,1.0,0.0006972018241882325,293.2262804508209,70000
7.609638,-7.609638,0.06453259,1.0,0.124675736,-0.13702193,1.481738,7.6655874,-7.6655874,0.078519806,1.0,0.0006950841426849366,296.7017047405243,75000
7.609049,-7.609049,0.06438516,1.0,0.0843601,-0.098682575,1.4891038,7.657901,-7.657901,0.07659816,1.0,0.000697216796875,300.18779253959656,80000
7.587702,-7.587702,0.05904845,1.0,0.15365943,-0.12737527,1.6342003,7.647627,-7.647627,0.07402967,1.0,0.0006923218727111816,303.6494052410126,85000
7.6086206,-7.6086206,0.06427814,1.0,0.116824515,-0.0785884,1.4260973,7.6628313,-7.6628313,0.07783064,1.0,0.0006900935173034668,307.09987592697144,90000
7.5997763,-7.5997763,0.06206712,1.0,0.090338245,-0.1445559,1.5828365,7.6372795,-7.6372795,0.07144296,1.0,0.0006926807880401611,310.56328320503235,95000
7.5798283,-7.5798283,0.05707996,1.0,0.09720103,-0.122249655,1.3462874,7.6808004,-7.6808004,0.08232315,1.0,0.0006931158065795898,314.0288655757904,100000
7.583708,-7.583708,0.058049947,1.0,0.080001354,-0.073106796,1.3650683,7.656047,-7.656047,0.07613465,1.0,0.042780659770965575,527.9321672916412,105000
7.618661,-7.618661,0.066788286,1.0,0.33772144,-0.18875174,1.8033988,7.6556916,-7.6556916,0.076045915,1.0,0.0007357114315032959,531.6107280254364,110000
7.5916758,-7.5916758,0.060041904,1.0,0.095647536,-0.13599901,1.4745817,7.671762,-7.671762,0.08006343,1.0,0.0007353121280670166,535.2872924804688,115000
7.578711,-7.578711,0.05680078,1.0,0.09484818,-0.089281306,1.2805116,7.664793,-7.664793,0.07832129,1.0,0.0007382686614990235,538.978639125824,120000
7.5721927,-7.5721927,0.055171113,1.0,0.07923652,-0.119443655,1.3563693,7.6616125,-7.6616125,0.07752618,1.0,0.0007401873588562012,542.6795790195465,125000
7.574184,-7.574184,0.05566893,1.0,0.12149418,-0.21569583,1.4300663,7.6638293,-7.6638293,0.07808035,1.0,0.0007361476421356201,546.3603205680847,130000
7.5693226,-7.5693226,0.054453604,1.0,0.114308104,-0.1285364,1.3172302,7.6646223,-7.6646223,0.07827848,1.0,0.0007388853549957276,550.0547506809235,135000
7.5790687,-7.5790687,0.056890123,1.0,0.2078952,-0.10567719,1.6084405,7.659008,-7.659008,0.076874964,1.0,0.0007352196693420411,553.7308526039124,140000
7.5671473,-7.5671473,0.053909745,1.0,0.19457997,-0.09129351,1.5205008,7.656859,-7.656859,0.076337725,1.0,0.0007257034301757812,557.35937333107,145000
7.571013,-7.571013,0.054876238,1.0,0.079624444,-0.10701574,1.3462031,7.6539307,-7.6539307,0.07560551,1.0,0.0007308485984802246,561.0136194229126,150000
7.604964,-7.604964,0.06336388,1.0,0.2346583,-0.24674433,1.9991859,7.6580954,-7.6580954,0.076646805,1.0,0.0007273701667785645,564.6504735946655,155000
7.5732694,-7.5732694,0.055440277,1.0,0.2162749,-0.124285124,1.5569633,7.6490355,-7.6490355,0.07438183,1.0,0.0007308629512786866,568.3047914505005,160000
7.5917816,-7.5917816,0.0600683,1.0,0.26182213,-0.31298405,1.8200617,7.65718,-7.65718,0.07641796,1.0,0.0007351228713989257,571.9804091453552,165000
7.5838776,-7.5838776,0.05809228,1.0,0.11222137,-0.13286921,1.3104783,7.6626782,-7.6626782,0.07779252,1.0,0.0007311270236968994,575.6360476016998,170000
7.5685053,-7.5685053,0.05424933,1.0,0.13911659,-0.17456213,1.5222049,7.668179,-7.668179,0.07916772,1.0,0.0007320511817932129,579.2963070869446,175000
7.571289,-7.571289,0.054945126,1.0,0.18973872,-0.12591769,1.4502188,7.6691775,-7.6691775,0.07941741,1.0,0.0007321457386016846,582.9570391178131,180000
7.5696764,-7.5696764,0.05454198,1.0,0.16939817,-0.08491222,1.339884,7.66187,-7.66187,0.07759039,1.0,0.0007256907939910889,586.5854961872101,185000
7.568823,-7.568823,0.05432874,1.0,0.0691457,-0.09494747,1.3549578,7.657053,-7.657053,0.076386355,1.0,0.0007272641658782959,590.2218205928802,190000
7.556876,-7.556876,0.051342014,1.0,0.083459415,-0.13225402,1.3123358,7.6603518,-7.6603518,0.07721086,1.0,0.00073048415184021,593.8742451667786,195000
7.5747137,-7.5747137,0.05580136,1.0,0.27803743,-0.17404084,1.8927704,7.6568575,-7.6568575,0.07633743,1.0,0.0007329493522644043,597.5389950275421,200000
7.573207,-7.573207,0.055424765,1.0,0.16049008,-0.19281219,1.5989949,7.644788,-7.644788,0.07331987,1.0,0.043499191427230834,815.034955739975,205000
7.57481,-7.57481,0.055825457,1.0,0.078388825,-0.1245677,1.3835422,7.660749,-7.660749,0.07731019,1.0,0.000732444429397583,818.697181224823,210000
7.573279,-7.573279,0.05544266,1.0,0.12636878,-0.21775417,1.4870884,7.655749,-7.655749,0.076060236,1.0,0.0007288707256317138,822.3415384292603,215000
7.5511827,-7.5511827,0.04991872,1.0,0.17313021,-0.088597946,1.3479694,7.672971,-7.672971,0.0803657,1.0,0.0007346624851226807,826.0148539543152,220000
7.5594673,-7.5594673,0.05198971,1.0,0.14302287,-0.097059555,1.3911849,7.6697273,-7.6697273,0.0795547,1.0,0.0007284235000610352,829.656975030899,225000
7.5689683,-7.5689683,0.054364987,1.0,0.14016645,-0.19479404,1.4726467,7.661456,-7.661456,0.07748693,1.0,0.0007291028499603272,833.3024923801422,230000
7.564169,-7.564169,0.053165134,1.0,0.15605621,-0.22454035,1.6311107,7.6390643,-7.6390643,0.07188907,1.0,0.0007312002182006836,836.9584968090057,235000
7.572588,-7.572588,0.05527,1.0,0.14507918,-0.12960285,1.553188,7.6531615,-7.6531615,0.075413406,1.0,0.0007329763412475586,840.6233820915222,240000
7.5572224,-7.5572224,0.05142852,1.0,0.21387464,-0.11135047,1.5118409,7.645061,-7.645061,0.07338821,1.0,0.0007313437938690186,844.2801043987274,245000
7.560152,-7.560152,0.052160934,1.0,0.11090405,-0.09798381,1.4072521,7.6495566,-7.6495566,0.074512154,1.0,0.0007234633445739746,847.8974244594574,250000
7.5696645,-7.5696645,0.05453912,1.0,0.082121395,-0.07961496,1.4019101,7.6624107,-7.6624107,0.07772569,1.0,0.000729278039932251,851.5438177585602,255000
7.5709534,-7.5709534,0.05486139,1.0,0.19386192,-0.10125112,1.5408868,7.675171,-7.675171,0.08091575,1.0,0.0007346989154815674,855.217315196991,260000
7.549529,-7.549529,0.04950528,1.0,0.22627875,-0.11353853,1.4966617,7.6588936,-7.6588936,0.07684637,1.0,0.0007322302341461181,858.8784699440002,265000
