training/actor/actor_loss,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_log_prob,validation/actor/mse,validation/actor/std,time/epoch_time,time/total_time,step
7.733054,-7.733054,0.09538643,1.0,0.060080215,-0.06348126,1.6685361,7.7804046,-7.7804046,0.10722412,1.0,0.048981157779693606,244.9057993888855,5000
7.70665,-7.70665,0.08878534,1.0,0.054052275,-0.040747415,1.4045918,7.7142205,-7.7142205,0.09067809,1.0,0.0006882683753967285,248.34714460372925,10000
7.674692,-7.674692,0.08079598,1.0,0.039374933,-0.07024294,1.2926453,7.724345,-7.724345,0.09320926,1.0,0.0006902667999267578,251.79848194122314,15000
7.6721334,-7.6721334,0.08015641,1.0,0.06858568,-0.046238925,1.2265306,7.7034245,-7.7034245,0.08797917,1.0,0.0006869273662567139,255.2331223487854,20000
7.686697,-7.686697,0.08379724,1.0,0.042194307,-0.03450572,1.1347033,7.7064767,-7.7064767,0.08874218,1.0,0.0006882786750793457,258.67451906204224,25000
7.664523,-7.664523,0.078253746,1.0,0.054447316,-0.05026236,1.2720279,7.6831512,-7.6831512,0.08291083,1.0,0.0006908586025238037,262.12881541252136,30000
7.627314,-7.627314,0.06895144,1.0,0.05789726,-0.049565107,1.101424,7.6841044,-7.6841044,0.083149076,1.0,0.000690882158279419,265.58322978019714,35000
7.651052,-7.651052,0.0748859,1.0,0.0651378,-0.044692215,1.1612581,7.6980476,-7.6980476,0.08663491,1.0,0.0006921486377716064,269.04397654533386,40000
7.65523,-7.65523,0.07593045,1.0,0.060285054,-0.06256159,1.2558647,7.69341,-7.69341,0.08547533,1.0,0.0006881056308746338,272.48450803756714,45000
7.63131,-7.63131,0.069950454,1.0,0.040341046,-0.050127506,1.102265,7.6723866,-7.6723866,0.08021967,1.0,0.0006893395900726318,275.931209564209,50000
